,participant_id,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
67,t2,86_1,L2,nonword,The stirl took lessons to play the dinosaur.,Thank you.,,The stove took lessons to play the dinosaur.,Distort two classes to play the dinosaur.,The stove took lessons to play the dinosaur.
68,t2,86_1,L2,nonword,The stirl took lessons to play the dinosaur.,Thank you.,,,,
69,t2,86_1,L2,nonword,The stirl took lessons to play the dinosaur.,Thank you.,,,,The stove took lessons to play the dinosaur.
70,t2,86_1,L2,nonword,The stirl took lessons to play the dinosaur.,Thank you.,,,Distort two classes to play the dinosaur.,
71,t2,86_1,L2,nonword,The stirl took lessons to play the dinosaur.,Thank you.,,,Distort two classes to play the dinosaur.,The stove took lessons to play the dinosaur.
72,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",,,
73,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",,,"On Christmas, Mommy and Life Cook is for Santa."
74,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",,"On Christmas, mommy left cookies for Santa.",
75,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
76,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,,
77,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,,"On Christmas, Mommy and Life Cook is for Santa."
78,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.",
79,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.","On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
80,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,,,
81,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,,,"On Christmas, Mommy and Life Cook is for Santa."
82,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,,"On Christmas, mommy left cookies for Santa.",
83,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
84,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,On Christmas mommy left cookies for Santa.,,
85,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,On Christmas mommy left cookies for Santa.,,"On Christmas, Mommy and Life Cook is for Santa."
86,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.",
87,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",,On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
88,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",,,
89,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",,,"On Christmas, Mommy and Life Cook is for Santa."
90,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",,"On Christmas, mommy left cookies for Santa.",
91,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
92,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,,
93,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,,"On Christmas, Mommy and Life Cook is for Santa."
94,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.",
95,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,"On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
96,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,,,
97,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,,,"On Christmas, Mommy and Life Cook is for Santa."
98,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,,"On Christmas, mommy left cookies for Santa.",
99,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
100,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,On Christmas mommy left cookies for Santa.,,
101,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,On Christmas mommy left cookies for Santa.,,"On Christmas, Mommy and Life Cook is for Santa."
102,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.",
103,t2,97_3,L2,high prob,"On Christmas, mommy left cookies for santa.",Thank you.,,On Christmas mommy left cookies for Santa.,"On Christmas, mommy left cookies for Santa.","On Christmas, Mommy and Life Cook is for Santa."
104,t2,100_3,R5P2,high prob,I wish I had a trunk like that elephant.,Thank you.,,,,
105,t2,61_1,R1P2,nonword,I used 3 big coballs to make a bear.,I used three big cobalt to make a beer.,I used three big cobalt to make a beer.,I used three big cobalt to make a beer.,I used three big cobalt to make a beer.,I used three big cobalt to make it bigger.
106,t2,65_2,R2P2,nonword,The coloring hook comes with a box of hair.,The coloring hook comes with a box of hair.,The coloring hook comes with a box of here.,The coloring hook comes with a box of hair.,The coloring hook comes with a box of hair.,The carring hook comes with a box of hair.
107,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,,I like to play badge with my clock.,I'd like to play Badge with my clock.
108,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,,I like to play badge with my clock.,
109,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,,,I'd like to play Badge with my clock.
110,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,,,
111,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,I like to play badge with my clock.,I'd like to play Badge with my clock.
112,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,I like to play badge with my clock.,
113,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,,I'd like to play Badge with my clock.
114,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,,
115,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,I'd like to play Badge with my clock.
116,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,I like to play badge with my clock.,
117,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,,I'd like to play Badge with my clock.
118,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,,
119,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I'd like to play Badge with my clock.
120,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,
121,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,I'd like to play Badge with my clock.
122,t2,85_2,L1,nonword,I like to play betch with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,,
123,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,,I like to play badge with my clock.,I'd like to play Badge with my clock.
124,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,,I like to play badge with my clock.,
125,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,,,I'd like to play Badge with my clock.
126,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,,,
127,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,I like to play badge with my clock.,I like to play badge with my clock.,I'd like to play Badge with my clock.
128,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,I like to play badge with my clock.,I like to play badge with my clock.,
129,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,I like to play badge with my clock.,,I'd like to play Badge with my clock.
130,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,,I like to play badge with my clock.,,
131,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,,I like to play badge with my clock.,I'd like to play Badge with my clock.
132,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,,I like to play badge with my clock.,
133,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,,,I'd like to play Badge with my clock.
134,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,,,
135,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,I'd like to play Badge with my clock.
136,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,I like to play badge with my clock.,I like to play badge with my clock.,
137,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,I like to play badge with my clock.,,I'd like to play Badge with my clock.
138,t2,85_2,L1,nonword,I like to play betch with my clock.,Thank you.,I like to play badge with my clock.,I like to play badge with my clock.,,
139,t2,93_1,R3P1,nonword,I pledge asSEEgiance to the elephant.,Thank you.,,,,
140,t2,32_2,L2,low prob,On her finger she wore a rocket.,"On her finger, she wore a rocket.",On her finger she wore a rocket.,On her finger she wore a rocket.,"On her finger, she wore a rocket.",On her finger she wore a rocket.
141,t2,31_1,L1,nonword,The drilot flew the rope.,The trailer flew the rope.,The driver flew the rope.,The dryler flew the rope.,The dry lip flew the rope.,The tri-less fluid are open.
142,t2,20_3,L1,high prob,Please sweep the floor with a broom.,Please sweep the floor with a broom.,Place with the floor with a broom.,Place with the floor with a broom.,Place with the floor with a broom.,Place with the floor with a burn.
143,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.",,,
144,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.",,,"On Christmas, mommy and laugh cookies flies."
145,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.",,"On Christmas, mommy left cookies for ice.",
146,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.",,"On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
147,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.",,
148,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.",,"On Christmas, mommy and laugh cookies flies."
149,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.",
150,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
151,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,,,
152,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,,,"On Christmas, mommy and laugh cookies flies."
153,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,,"On Christmas, mommy left cookies for ice.",
154,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,,"On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
155,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,"On Christmas, Mommy left cookies for us.",,
156,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,"On Christmas, Mommy left cookies for us.",,"On Christmas, mommy and laugh cookies flies."
157,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,"On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.",
158,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.",,"On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
159,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.",,,
160,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.",,,"On Christmas, mommy and laugh cookies flies."
161,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.",,"On Christmas, mommy left cookies for ice.",
162,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.",,"On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
163,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.",,
164,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.",,"On Christmas, mommy and laugh cookies flies."
165,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.",
166,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,"On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
167,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,,,
168,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,,,"On Christmas, mommy and laugh cookies flies."
169,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,,"On Christmas, mommy left cookies for ice.",
170,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,,"On Christmas, mommy left cookies for ice.","On Christmas, mommy and laugh cookies flies."
171,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,"On Christmas, Mommy left cookies for us.",,
172,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,"On Christmas, Mommy left cookies for us.",,"On Christmas, mommy and laugh cookies flies."
173,t2,97_1,L1,low prob,"On Christmas, mommy left cookies for eyes.",Thank you.,,"On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.",
